,9
0,0.008969999999999942
1,0.0
2,0.008939999999999948
3,0.0
4,0.009149999999999941
5,0.0
6,0.008889999999999945
7,0.0
8,0.00934999999999994
9,0.0
10,0.009329999999999937
11,0.0
12,0.00934999999999994
13,0.0
14,0.009369999999999946
15,0.0
16,0.00869999999999995
17,1e-05
18,0.00940999999999994
19,2.9999999999999997e-05
20,0.009009999999999945
21,0.0
22,0.009279999999999936
23,0.0
24,0.008829999999999939
25,1e-05
26,0.009709999999999934
27,2e-05
28,0.009369999999999946
29,1e-05
30,0.009469999999999937
31,0.0
32,0.009299999999999942
33,1e-05
34,0.009599999999999935
35,1e-05
36,0.009569999999999934
37,0.0
38,0.009669999999999936
39,1e-05
40,0.009689999999999938
41,1e-05
42,0.009849999999999939
43,2e-05
44,0.009739999999999926
45,0.0
46,0.01011999999999993
47,0.0
48,0.010089999999999943
49,0.0
50,0.010039999999999927
51,2e-05
52,0.009569999999999928
53,2e-05
54,0.009979999999999937
55,2e-05
56,0.009279999999999941
57,1e-05
58,0.010269999999999925
59,2.9999999999999997e-05
60,0.009779999999999935
61,1e-05
62,0.010359999999999928
63,2e-05
64,0.01032999999999993
65,0.0
66,0.010449999999999933
67,2e-05
68,0.010129999999999932
69,0.0
70,0.009459999999999939
71,1e-05
72,0.010139999999999934
73,0.0
74,0.01071999999999993
75,1e-05
76,0.010049999999999932
77,0.0
78,0.010759999999999941
79,1e-05
80,0.010939999999999922
81,2.9999999999999997e-05
82,0.01054999999999993
83,7.000000000000001e-05
84,0.011039999999999934
85,2e-05
86,0.010689999999999924
87,1e-05
88,0.010469999999999922
89,2e-05
90,0.010639999999999926
91,1e-05
92,0.010959999999999925
93,2e-05
94,0.01093999999999992
95,2.9999999999999997e-05
96,0.010379999999999927
97,2.9999999999999997e-05
98,0.010709999999999923
99,4e-05
