,5
0,0.004939999999999968
1,0.0
2,0.0051399999999999614
3,1e-05
4,0.004784999999999967
5,1e-05
6,0.005169999999999967
7,5.4999999999999995e-05
8,0.005244999999999969
9,7e-05
10,0.005084999999999974
11,0.000115
12,0.005059999999999967
13,0.00010500000000000002
14,0.005074999999999968
15,0.00013500000000000003
16,0.005214999999999964
17,0.00013000000000000007
18,0.005024999999999962
19,0.00013500000000000003
20,0.005159999999999967
21,0.0002050000000000001
22,0.005384999999999961
23,0.0002050000000000001
24,0.005209999999999966
25,0.00018000000000000007
26,0.0051699999999999646
27,0.0002450000000000001
28,0.005389999999999959
29,0.00029000000000000016
30,0.0053149999999999665
31,0.00028500000000000015
32,0.005474999999999962
33,0.0002500000000000001
34,0.005294999999999966
35,0.00024000000000000014
36,0.00553999999999996
37,0.0002950000000000002
38,0.005239999999999963
39,0.0003050000000000002
40,0.005509999999999965
41,0.0003400000000000002
42,0.00567499999999996
43,0.0003950000000000002
44,0.005414999999999962
45,0.0003750000000000002
46,0.005409999999999964
47,0.0003800000000000003
48,0.005439999999999966
49,0.0003400000000000002
50,0.005489999999999955
51,0.0003400000000000002
52,0.005224999999999962
53,0.0004700000000000003
54,0.005554999999999963
55,0.0004600000000000003
56,0.005679999999999965
57,0.00041000000000000026
58,0.005444999999999962
59,0.00047500000000000027
60,0.00566499999999996
61,0.0005200000000000004
62,0.005689999999999953
63,0.0004450000000000003
64,0.005604999999999958
65,0.0006600000000000004
66,0.006004999999999958
67,0.0005350000000000003
68,0.005539999999999962
69,0.0004600000000000003
70,0.005524999999999964
71,0.0004650000000000003
72,0.005504999999999962
73,0.0006950000000000005
74,0.005794999999999961
75,0.0006150000000000004
76,0.005774999999999962
77,0.0007350000000000005
78,0.00596499999999996
79,0.0007100000000000006
80,0.005304999999999967
81,0.0007650000000000006
82,0.0059299999999999605
83,0.0007250000000000005
84,0.005714999999999966
85,0.0006700000000000005
86,0.005859999999999961
87,0.0007150000000000006
88,0.0057849999999999594
89,0.0007500000000000006
90,0.005719999999999961
91,0.0007700000000000006
92,0.00577999999999996
93,0.0008100000000000006
94,0.006029999999999959
95,0.0007700000000000006
96,0.00561499999999996
97,0.0008000000000000006
98,0.005974999999999963
99,0.0009550000000000008
