,9
0,0.007919999999999948
1,0.0
2,0.00791999999999995
3,0.0
4,0.0077299999999999505
5,0.0
6,0.008379999999999941
7,0.0
8,0.008029999999999954
9,0.0
10,0.008579999999999944
11,0.0
12,0.008419999999999948
13,0.0
14,0.008439999999999948
15,0.0
16,0.00844999999999994
17,1e-05
18,0.008269999999999948
19,0.0
20,0.008239999999999956
21,1e-05
22,0.00822999999999995
23,0.0
24,0.008759999999999938
25,0.0
26,0.008749999999999938
27,0.0
28,0.008469999999999946
29,0.0
30,0.00851999999999994
31,0.0
32,0.00813999999999995
33,1e-05
34,0.008709999999999949
35,2e-05
36,0.00835999999999995
37,1e-05
38,0.008189999999999954
39,0.0
40,0.009089999999999937
41,1e-05
42,0.008239999999999952
43,0.0
44,0.008949999999999944
45,0.0
46,0.008779999999999951
47,1e-05
48,0.009059999999999941
49,0.0
50,0.008459999999999943
51,1e-05
52,0.009199999999999936
53,0.0
54,0.009069999999999951
55,2e-05
56,0.008939999999999941
57,0.0
58,0.009139999999999938
59,2e-05
60,0.008589999999999945
61,6e-05
62,0.008789999999999938
63,1e-05
64,0.008969999999999945
65,2e-05
66,0.00906999999999995
67,2e-05
68,0.009119999999999937
69,1e-05
70,0.009519999999999924
71,1e-05
72,0.00928999999999994
73,0.0
74,0.009369999999999943
75,2e-05
76,0.009189999999999943
77,0.0
78,0.009589999999999935
79,2.9999999999999997e-05
80,0.009309999999999938
81,0.0
82,0.009959999999999936
83,1e-05
84,0.009689999999999935
85,1e-05
86,0.009439999999999935
87,1e-05
88,0.009489999999999938
89,1e-05
90,0.00910999999999994
91,2e-05
92,0.009499999999999937
93,1e-05
94,0.009189999999999941
95,2.9999999999999997e-05
96,0.009549999999999934
97,0.0
98,0.008869999999999949
99,0.0
