,3,5,7,9,11
LX,6.900000000000005e-05,0.0001400000000000001,0.00019200000000000014,0.0002690000000000002,0.00033900000000000027
LZ,0.05734699999999994,0.09018700000000011,0.12162599999999993,0.151236,0.17784099999999994
syn,4.400000000000003e-05,6.600000000000003e-05,0.0001210000000000001,0.0001420000000000001,0.00020100000000000014
