,0.0001,0.0002,0.0003,0.0004,0.0005,0.0006,0.0007,0.0008,0.0009,0.001
3,7.000000000000001e-05,0.0001,0.00020000000000000004,0.00038,0.00042,0.00055,0.0007100000000000001,0.0008300000000000002,0.0007500000000000002,0.0010400000000000003
5,0.00012,0.00029,0.00041000000000000005,0.0005899999999999999,0.0007,0.00102,0.00115,0.00147,0.00146,0.00175
7,0.00018,0.0007100000000000001,0.00108,0.0015400000000000001,0.00198,0.0024,0.0026100000000000003,0.00266,0.00301,0.0030499999999999998
