,0.004,0.005,0.006
3,0.01159999999999999,0.019999999999999966,0.02899999999999995
5,0.018199999999999973,0.02719999999999995,0.04140000000000005
7,0.017399999999999975,0.03099999999999993,0.04180000000000002
