,0.004,0.005,0.006
3,0.013799999999999986,0.020799999999999968,0.03219999999999993
5,0.016199999999999982,0.023799999999999957,0.04440000000000005
7,0.017799999999999976,0.028399999999999943,0.04760000000000008
