,4,5,6,7,8,9,10,11,12
3,0.02,0.01,0.06,0.05,0.11000000000000001,0.030000000000000006,0.11000000000000001,0.19999999999999998,0.16999999999999998
5,0.04,0.01,0.02,0.07999999999999999,0.09,0.07,0.11000000000000001,0.1,0.2
7,0.0,0.02,0.02,0.04,0.09,0.15,0.10999999999999999,0.11000000000000001,0.17
