,0.001,0.002,0.003,0.004,0.005
3,0.004000000000000002,0.01839999999999999,0.038200000000000095,0.060300000000000235,0.08569999999999997
5,0.0016000000000000003,0.010299999999999983,0.03400000000000009,0.06740000000000025,0.11220000000000005
7,0.0004,0.006599999999999992,0.024900000000000026,0.06220000000000022,0.12639999999999998
9,0.0,0.0024000000000000007,0.018999999999999982,0.05480000000000021,0.13160000000000005
