,0.001,0.002,0.003,0.004,0.005
3,0.016699999999999975,0.08080000000000001,0.1631000000000002,0.2698000000000002,0.34869999999999995
5,0.005099999999999999,0.03860000000000013,0.10959999999999996,0.21620000000000014,0.3152999999999997
7,0.0015000000000000002,0.015599999999999968,0.06510000000000024,0.18060000000000032,0.29910000000000003
9,0.00030000000000000003,0.007499999999999991,0.043700000000000155,0.14470000000000005,0.28340000000000004
