,0.001,0.002,0.003,0.004,0.005
3,0.12560000000000002,0.2161000000000002,0.28980000000000017,0.34319999999999995,0.3839999999999999
5,0.06250000000000029,0.1609000000000002,0.25960000000000005,0.3501000000000002,0.40239999999999987
7,0.0332000000000001,0.1377,0.26,0.3672999999999997,0.42500000000000016
9,0.017199999999999976,0.11329999999999985,0.26400000000000007,0.38000000000000017,0.45510000000000034
