,0.001,0.002,0.003,0.004,0.005
3,0.0017000000000000003,0.008099999999999993,0.015799999999999967,0.029500000000000068,0.041800000000000184
5,0.0006,0.004899999999999999,0.016999999999999984,0.027800000000000068,0.04430000000000019
7,0.0001,0.003200000000000002,0.009799999999999982,0.020100000000000003,0.04210000000000015
9,0.0,0.0009999999999999998,0.007099999999999992,0.015399999999999966,0.03880000000000016
