,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,20000
3,0.0003480000000000003,0.0003850000000000003,0.0003780000000000003,0.00038800000000000027,0.0003840000000000003,0.0003830000000000003,0.00036700000000000025,0.0003770000000000003,0.00036700000000000025,0.0003930000000000003,0.0003770000000000003
5,5.500000000000004e-05,5.800000000000004e-05,5.700000000000004e-05,6.100000000000004e-05,5.800000000000004e-05,5.9000000000000045e-05,5.9000000000000045e-05,6.800000000000004e-05,5.7000000000000044e-05,5.800000000000004e-05,5.800000000000004e-05
7,5e-06,6e-06,8e-06,6e-06,7e-06,2e-06,8e-06,6e-06,1.5000000000000007e-05,7e-06,8e-06
9,1e-06,0.0,1e-06,0.0,1e-06,0.0,0.0,0.0,1e-06,1e-06,1e-06
