,0.01,0.015,0.019999999999999997,0.024999999999999998,0.03,0.034999999999999996,0.039999999999999994,0.045,0.049999999999999996,0.05499999999999999,0.05999999999999999,0.06499999999999999,0.06999999999999999,0.07499999999999998,0.07999999999999999,0.08499999999999998,0.08999999999999998,0.09499999999999999,0.09999999999999998,0.10499999999999998,0.10999999999999997,0.11499999999999998,0.11999999999999998,0.12499999999999997,0.12999999999999998,0.13499999999999998,0.13999999999999999,0.145,0.15
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
