,0.1,0.2,0.3,0.4,0.5
3,0.0007879999999999996,0.0019322000000000007,0.0034748000000000044,0.005282200000000001,0.007430100000000006
5,0.00016240000000000007,0.0007036999999999997,0.0017023000000000027,0.0033057000000000013,0.005496000000000003
7,2.6699999999999927e-05,0.00017390000000000003,0.0005905999999999998,0.0014007999999999974,0.0028427999999999995
