,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,20000
3,1.1000000000000003e-05,0.0007230000000000006,0.0024509999999999866,0.004922999999999983,0.008084999999999986,0.011821999999999977,0.01602599999999998,0.020188000000000008,0.024730999999999993,0.029395999999999974,0.03384700000000003
5,6.400000000000004e-05,0.003021999999999985,0.008353999999999992,0.014622999999999997,0.02104600000000001,0.02651299999999997,0.03155900000000001,0.035534000000000024,0.038959999999999995,0.041255000000000014,0.04382300000000002
7,0.00018000000000000012,0.006001999999999978,0.01308699999999998,0.018821999999999995,0.021844000000000016,0.023447000000000027,0.023525,0.02308900000000003,0.022118000000000006,0.020863000000000003,0.019757000000000028
9,0.0003280000000000002,0.008015999999999983,0.012633999999999987,0.013684999999999994,0.012763999999999982,0.011183999999999996,0.009656999999999987,0.008423999999999975,0.007394999999999977,0.006449999999999981,0.00574999999999998
