,5000,10000,15000,20000,25000,30000
3,0.0037049999999999757,0.013989999999999978,0.029664999999999997,0.04907500000000004,0.07250999999999996,0.09902999999999991
5,0.0007800000000000005,0.005984999999999962,0.018119999999999966,0.03897500000000003,0.06783499999999995,0.10304999999999997
7,0.00017000000000000007,0.002219999999999989,0.00955499999999997,0.02578999999999999,0.053385,0.09455500000000004
9,3.5000000000000004e-05,0.0006900000000000005,0.004609999999999966,0.016004999999999978,0.03944000000000002,0.07966500000000006
