,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0005271000000000001,0.0006412,0.000759299999999999,0.0008961999999999992,0.0010528999999999998,0.0011962999999999982,0.0013732999999999983,0.0015767999999999997
5,4.420000000000005e-05,6.33000000000001e-05,8.500000000000024e-05,0.00010160000000000027,0.0001321000000000001,0.0001557,0.00019700000000000002,0.00022430000000000025
7,4.199999999999998e-06,5.1e-06,6.600000000000004e-06,1.1599999999999989e-05,1.3099999999999986e-05,1.629999999999997e-05,2.029999999999995e-05,2.7699999999999925e-05
