,1800,2000,2200,2400,2600,2800,3000,3200
3,0.00036620000000000006,0.0003671000000000004,0.0003709999999999997,0.0003820000000000004,0.0003767000000000002,0.00036390000000000066,0.0003689000000000001,0.00037609999999999987
5,5.3500000000000115e-05,5.180000000000007e-05,5.720000000000013e-05,5.3800000000000135e-05,5.960000000000014e-05,5.2400000000000115e-05,6.220000000000013e-05,6.170000000000016e-05
7,5.8e-06,6.200000000000003e-06,7.000000000000003e-06,6.500000000000004e-06,5.0999999999999995e-06,7.100000000000006e-06,6.300000000000003e-06,5.000000000000001e-06
