,1,200,400,600,800,1000,1200,1400,1600
3,0.00019999999999999998,0.00021999999999999998,0.00026,0.0004600000000000001,0.00038,0.0004200000000000001,0.0005800000000000002,0.0006600000000000002,0.0006400000000000003
5,0.00044000000000000007,0.0005200000000000002,0.0005800000000000001,0.0007000000000000002,0.0006400000000000002,0.0005,0.0006400000000000003,0.0005200000000000001,0.0005200000000000001
7,0.0011000000000000005,0.0010000000000000002,0.00108,0.0011800000000000003,0.0011600000000000004,0.0010600000000000002,0.0012600000000000003,0.0013800000000000004,0.0011400000000000004
