,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0005235000000000003,0.0006341999999999997,0.0007685999999999998,0.0008979999999999999,0.0010336999999999998,0.0012260999999999997,0.0013789999999999983,0.0015729
5,4.700000000000002e-05,5.800000000000019e-05,7.780000000000024e-05,9.880000000000027e-05,0.0001231000000000003,0.00015830000000000016,0.00019550000000000014,0.0002356000000000001
7,3.3999999999999984e-06,5.4e-06,8.000000000000005e-06,1.089999999999999e-05,1.3799999999999978e-05,1.779999999999996e-05,2.1999999999999945e-05,3.269999999999992e-05
