,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0003780000000000003,0.0003860000000000003,0.00038800000000000027,0.0003575000000000003,0.00036800000000000027,0.0003615000000000003,0.00032900000000000024,0.0003805000000000003,0.00036550000000000026,0.0003860000000000003,0.00035900000000000027,0.00038100000000000026
5,5.400000000000004e-05,4.400000000000003e-05,6.050000000000005e-05,5.0000000000000036e-05,3.7500000000000024e-05,4.5500000000000035e-05,5.6500000000000045e-05,5.0500000000000035e-05,6.250000000000004e-05,5.800000000000005e-05,6.300000000000004e-05,5.9500000000000044e-05
7,6.500000000000002e-06,4.5e-06,5.000000000000001e-06,4e-06,6.500000000000002e-06,1.0000000000000006e-05,4.5e-06,6.500000000000002e-06,5.5000000000000016e-06,3e-06,6.500000000000002e-06,2.5e-06
