,1,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
9,4.000000000000001e-07,7.000000000000002e-07,6.000000000000002e-07,6.500000000000002e-07,5.000000000000001e-07,7.000000000000002e-07,8.000000000000003e-07,3.0000000000000004e-07,5.500000000000001e-07,4.000000000000001e-07,6.000000000000002e-07,8.000000000000003e-07,6.000000000000002e-07,7.500000000000002e-07,5.500000000000001e-07,7.000000000000001e-07,4.500000000000001e-07
