,0,400,800,1200,1600,2800
3,0.0048449999999999665,0.0047999999999999675,0.005224999999999961,0.00467999999999997,0.0049699999999999675,0.005034999999999961
5,0.010129999999999965,0.009979999999999961,0.010054999999999979,0.010239999999999973,0.010184999999999984,0.009984999999999966
7,0.022799999999999997,0.022534999999999975,0.02272499999999998,0.022285000000000017,0.022284999999999992,0.022470000000000014
9,0.04927000000000003,0.04986000000000003,0.050060000000000014,0.04877,0.04970500000000003,0.049439999999999984
