,1,10,50,100,150,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,1.5e-06,7.0000000000000024e-06,7.0000000000000024e-06,8.500000000000003e-06,1.0000000000000006e-05,1.500000000000001e-05,3.650000000000003e-05,7.450000000000005e-05,0.0001205000000000001,0.00018650000000000014,0.00025350000000000014,0.00034000000000000024,0.0004080000000000003,0.0005414999999999997,0.0006429999999999971,0.0007599999999999967,0.0008899999999999949,0.0010649999999999946,0.001220499999999993,0.0014184999999999927,0.0015529999999999912
5,0.0,0.0,5e-07,0.0,5e-07,5e-07,5e-07,2.5e-06,4.5e-06,9.000000000000005e-06,1.3500000000000008e-05,2.2000000000000016e-05,2.750000000000002e-05,3.9500000000000025e-05,6.550000000000005e-05,8.100000000000006e-05,9.350000000000006e-05,0.0001385000000000001,0.0001515000000000001,0.00018150000000000013,0.00023100000000000017
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.5e-06,1e-06,2.5e-06,5.000000000000001e-06,8.000000000000003e-06,7.0000000000000024e-06,7.500000000000004e-06,1.500000000000001e-05,1.7000000000000007e-05,2.1500000000000014e-05,3.100000000000002e-05
