,3,5,7,9,11,13,15
3,0.3968000000000002,0.21259999999999996,0.006699999999999993,0.002600000000000001,0.0020000000000000005,0.0018000000000000004,0.0019000000000000004
5,0.3268999999999995,0.10949999999999986,0.0033000000000000017,0.0007999999999999999,0.0002,0.0005,0.0004
7,0.2976999999999999,0.0777000000000001,0.002500000000000001,0.0005,0.0001,0.0002,0.0002
9,0.3058999999999997,0.05400000000000023,0.0015,0.0006,0.0001,0.0,0.0002
11,0.32970000000000044,0.039200000000000144,0.00030000000000000003,0.0,0.0001,0.0001,0.0001
