,3,5,7,9,11,13,15
3,0.19510000000000005,0.005699999999999998,0.0018000000000000004,0.0009999999999999998,0.0022000000000000006,0.0031000000000000016,0.0019000000000000006
5,0.093,0.002300000000000001,0.0004,0.00030000000000000003,0.0005,0.0005,0.0007999999999999999
7,0.05410000000000021,0.0010999999999999998,0.00030000000000000003,0.0001,0.0,0.0002,0.0001
9,0.03800000000000012,0.0006,0.0001,0.0001,0.0,0.0002,0.0002
11,0.02410000000000003,0.0002,0.0002,0.0,0.0001,0.0,0.0001
