,1,10,100,200,400,600,800,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,0.0002330000000000002,0.00021300000000000016,0.0003660000000000003,0.0007150000000000006,0.001700999999999989,0.0033239999999999806,0.00541999999999998,0.01150399999999999,0.015047999999999966,0.019561000000000023,0.023925999999999985,0.028997999999999986,0.034644999999999995,0.04026200000000008,0.04633000000000002,0.05209899999999998,0.05887599999999989,0.06582700000000004
5,9e-06,1.4000000000000005e-05,1.900000000000001e-05,6.600000000000005e-05,0.00026800000000000017,0.0006910000000000005,0.0014159999999999943,0.0044529999999999795,0.0067329999999999855,0.009793999999999994,0.013698999999999982,0.017638999999999988,0.022856000000000005,0.029047999999999952,0.03537100000000005,0.042570000000000045,0.050604999999999935,0.05940899999999991
7,0.0,1e-06,1e-06,5e-06,3.800000000000003e-05,0.00013600000000000008,0.0003640000000000003,0.0014619999999999928,0.002660999999999984,0.004304999999999982,0.006330999999999986,0.009258999999999984,0.013254999999999979,0.017709000000000003,0.023230999999999963,0.029924999999999997,0.03700800000000006,0.04579900000000002
