,1,10,100,200,400,600,800,1000,1200,1400,1600,1800,2000,2200,2400,2600,2800,3000,3200
3,0.014695999999999982,0.015262999999999995,0.01509099999999997,0.015025999999999989,0.01511099999999997,0.014953999999999986,0.014966999999999992,0.015005999999999992,0.014915999999999987,0.015122999999999987,0.01493599999999999,0.015167999999999987,0.015169999999999979,0.014939999999999988,0.015296999999999976,0.015129999999999973,0.015108999999999984,0.01524599999999998,0.014976999999999987
5,0.01343899999999998,0.013426999999999998,0.01328199999999999,0.013256999999999975,0.013316999999999982,0.013457999999999972,0.013504999999999982,0.013508999999999976,0.013558999999999972,0.013409999999999986,0.013631999999999972,0.013687999999999981,0.01342699999999998,0.013557999999999971,0.01369899999999998,0.013479999999999971,0.013764999999999977,0.01360799999999999,0.013471999999999987
7,0.009344999999999978,0.009181999999999989,0.00921599999999999,0.009280999999999989,0.009083999999999986,0.009198999999999978,0.009197999999999987,0.00916799999999999,0.00933099999999998,0.009317999999999986,0.009386999999999989,0.00919099999999998,0.009328999999999995,0.009129999999999984,0.009194999999999988,0.009307999999999993,0.009287999999999989,0.009284999999999988,0.009309999999999999
