,6,7,8,9,10,11,12
3,0.1357,0.17350000000000004,0.2113,0.24389999999999998,0.2885999999999999,0.3162999999999999,0.3406
5,0.16870000000000004,0.21990000000000012,0.2853,0.3441999999999999,0.38159999999999994,0.4199,0.4461
7,0.20420000000000008,0.2749999999999999,0.3449999999999998,0.4004,0.44329999999999997,0.4696999999999999,0.4849
