,8.0,8.25,8.5,8.75,9.0,9.25,9.5,9.75,10.0,10.25,10.5,10.75,11.0,11.25,11.5,11.75,12.0
3,0.08533333333333333,0.08816666666666663,0.0910833333333333,0.09541666666666665,0.10033333333333334,0.10766666666666669,0.10750000000000004,0.11741666666666664,0.11716666666666667,0.12475000000000003,0.13133333333333336,0.135,0.13899999999999996,0.14183333333333334,0.15033333333333337,0.14941666666666667,0.15508333333333338
5,0.08041666666666668,0.08791666666666666,0.08658333333333332,0.09399999999999999,0.10008333333333327,0.10674999999999994,0.10841666666666666,0.11875,0.1238333333333333,0.1286666666666667,0.1400833333333334,0.14675000000000002,0.15141666666666664,0.15458333333333338,0.16600000000000004,0.16866666666666671,0.17775000000000002
7,0.0735,0.07666666666666666,0.08041666666666662,0.09008333333333331,0.09449999999999999,0.10700000000000001,0.11241666666666669,0.11899999999999995,0.12841666666666673,0.13150000000000003,0.14158333333333334,0.152,0.15808333333333344,0.16791666666666671,0.17400000000000004,0.18216666666666664,0.19216666666666665
