,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0
3,0.02,0.03,0.03,0.13,0.26,0.14,0.05,0.19,0.26,0.16,0.28
5,0.03,0.04,0.05,0.11,0.12,0.15,0.22,0.26,0.28,0.32,0.42
7,0.02,0.02,0.08,0.14,0.12,0.2,0.21,0.31,0.37,0.38,0.41
