,1,10,100,500,1000,1500,2000,4000,6000,8000,10000,12000,14000,16000
3,0.00018000000000000007,0.0001630000000000001,0.00016100000000000012,0.00021600000000000015,0.00032500000000000026,0.00041300000000000034,0.0004870000000000004,0.0009750000000000007,0.001624999999999993,0.002489999999999986,0.003519999999999978,0.004959999999999968,0.0060749999999999554,0.00771499999999995
5,1.4999999999999999e-05,1.900000000000001e-05,1.6000000000000006e-05,2.0000000000000005e-05,3.100000000000002e-05,4.500000000000003e-05,5.400000000000004e-05,0.00017500000000000008,0.0004150000000000003,0.0007200000000000005,0.0010499999999999997,0.0016149999999999934,0.0022949999999999876,0.003054999999999982
7,0.0,0.0,0.0,0.0,1e-06,2e-06,6e-06,0.00012,0.000145,0.000225,0.0004050000000000002,0.0006100000000000003,0.0007850000000000003,0.0009850000000000006
