,10,100,500,1000,1500,2000
3,0.0001630000000000001,0.00016100000000000012,0.00021600000000000015,0.00032500000000000026,0.00041300000000000034,0.0004870000000000004
5,1.900000000000001e-05,1.6000000000000006e-05,2.0000000000000005e-05,3.100000000000002e-05,4.500000000000003e-05,5.400000000000004e-05
7,0.0,0.0,0.0,1e-06,2e-06,6e-06
