,1,10,100,500,1000,1500,2000,4000,6000,8000,10000,12000,14000,16000
3,2e-06,1e-06,0.0,2.3000000000000014e-05,5.200000000000004e-05,0.00010900000000000009,0.00020600000000000016,0.0006610000000000005,0.001503999999999992,0.002730999999999985,0.004140999999999982,0.005946999999999989,0.007734999999999983,0.010129999999999985
5,0.0,0.0,0.0,0.0,0.0,3e-06,1.0000000000000003e-05,7.200000000000006e-05,0.00021600000000000015,0.0005100000000000004,0.0009780000000000008,0.0016879999999999877,0.002619999999999986,0.0038739999999999803
7,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,5e-06,1.800000000000001e-05,8.800000000000007e-05,0.00019700000000000015,0.00038100000000000026,0.0006820000000000005,0.0011499999999999956
