,0,2000,4000,6000,8000,10000,12000,14000,16000,18000,20000
3,4e-06,0.00022700000000000018,0.0007850000000000005,0.00159399999999999,0.0026359999999999843,0.0038499999999999836,0.005424999999999982,0.006992999999999979,0.008864999999999987,0.010664999999999992,0.01275799999999998
5,1.800000000000001e-05,0.0009770000000000007,0.0029109999999999874,0.005691999999999986,0.008732999999999989,0.012131999999999997,0.015423999999999997,0.018881000000000005,0.02172300000000002,0.024981000000000007,0.027557
7,6.900000000000005e-05,0.002261999999999988,0.006010999999999981,0.010088999999999983,0.014090999999999968,0.01674800000000001,0.019217000000000005,0.021059999999999995,0.022488999999999988,0.022857,0.023553999999999978
9,0.00012200000000000009,0.0036279999999999845,0.007922999999999986,0.011032999999999987,0.01290999999999998,0.013839999999999976,0.013553999999999984,0.013184999999999992,0.01249299999999999,0.011991999999999985,0.01104899999999998
