,1,10,100,500,1000,1500,2000,4000,6000,8000,10000,12000,14000,16000,20000,25000,30000,35000,40000,50000,60000,70000,80000
3,2e-06,1e-06,0,2.3000000000000014e-05,5.200000000000004e-05,0.00010900000000000009,0.00020600000000000016,0.0006610000000000005,0.001503999999999992,0.002730999999999985,0.004140999999999982,0.005946999999999989,0.007734999999999983,0.010129999999999985,0.015259999999999892,0.023279999999999832,0.03333999999999981,0.044079999999999946,0.056059999999999915,0.08015999999999998,0.10824000000000003,0.1331999999999999,0.1625600000000002
5,0.0,0.0,0.0,0.0,0.0,3e-06,1.0000000000000003e-05,7.200000000000006e-05,0.00021600000000000015,0.0005100000000000004,0.0009780000000000008,0.0016879999999999877,0.002619999999999986,0.0038739999999999803,0.00783999999999996,0.013639999999999916,0.02067999999999984,0.03193999999999979,0.04427999999999996,0.07623999999999995,0.1195800000000002,0.1621400000000002,0.2078200000000001
7,0.0,0.0,0.0,0.0,0.0,2e-06,0.0,5e-06,1.800000000000001e-05,8.800000000000007e-05,0.00019700000000000015,0.00038100000000000026,0.0006820000000000005,0.0011499999999999956,0.002720000000000002,0.006179999999999975,0.011399999999999922,0.01947999999999988,0.03221999999999982,0.06277999999999986,0.11266000000000005,0.16852000000000006,0.22536000000000003
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007000000000000004,0.0024200000000000016,0.005659999999999989,0.01111999999999993,0.01919999999999987,0.049039999999999924,0.0958000000000001,0.15993999999999992,0.23621999999999999
