,50000,60000,70000,80000,90000,100000
3,0.05201000000000005,0.06862999999999994,0.08911000000000008,0.1100199999999999,0.13128000000000004,0.15223000000000003
5,0.04492000000000001,0.06764000000000008,0.09531000000000008,0.12590999999999997,0.15849000000000013,0.1942399999999999
7,0.03382999999999995,0.057130000000000056,0.09146000000000003,0.12775000000000006,0.17103,0.21462999999999988
