,20000,24000,28000,32000,36000,40000
3,0.011431999999999961,0.014955999999999957,0.019541999999999973,0.02467199999999996,0.03006599999999998,0.036044
5,0.004877999999999965,0.007413999999999963,0.010877999999999964,0.01516199999999998,0.020011999999999995,0.025979999999999972
7,0.0017000000000000012,0.002955999999999983,0.005199999999999968,0.007813999999999972,0.011633999999999966,0.016577999999999957
