,50000,60000,70000,80000,90000,100000
3,0.051910000000000026,0.06964000000000004,0.09132000000000004,0.10888999999999986,0.13143000000000007,0.15327000000000007
5,0.045359999999999984,0.06944,0.0968199999999999,0.12613999999999995,0.15919000000000003,0.19401999999999978
7,0.03295999999999994,0.05910000000000005,0.0913799999999999,0.12866999999999984,0.16889999999999988,0.21682999999999994
